id,num_orders
1177098,969.6077499166154
1486011,980.0000884367461
1301735,834.7524625768075
1273097,887.5838239561274
1450902,927.8712008525952
1158165,947.43308165396
1077876,930.2947044311765
1479002,1093.717669691183
1281555,1149.2626223101342
1220629,1153.9300468519925
1287288,1121.558523385849
1149272,1137.3291046974107
1430093,1127.6544319649481
1157251,1444.839643213601
1364131,3970.3922643173855
1227970,3491.060332209038
1411427,1100.2721075651725
1033512,1137.610691462572
1249878,1137.610691462572
1449349,1160.8028727393175
1386036,397.1449187306221
1177651,379.500789039162
1261268,415.6852810467207
1316488,376.4768263886756
1297387,443.82446042963005
1240915,408.1329353993744
1140431,458.75773752627487
1013079,385.9226390135847
1361178,399.2221954656955
1097810,481.8023323274125
1391435,181.85107739120167
1099528,180.73163641916227
1117969,142.1446763930448
1054117,133.43371220907085
1103779,150.49584351602084
1285350,157.24525589405778
1367217,152.15588753881218
1416683,127.90409750446736
1118412,135.25045422432026
1293675,124.6729012150543
1330467,125.5955423662105
1189762,131.6490599571151
1408479,129.68916319486695
1375495,136.97357901722242
1361615,328.2784002489045
1498846,153.7980915622824
1145843,130.79540731587565
1310857,141.90125266267935
1315483,158.52415519480638
1074295,144.31401890710967
1279057,119.46704156723405
1092985,118.595732538316
1259030,110.93140690277845
1326687,99.43623945050219
1373522,98.16816702661308
1157350,99.3137341032999
1250173,101.10341520668501
1152295,109.34989592805739
1348202,97.96964408480002
1284570,95.98828892298808
1158868,33.39491978656913
1047566,32.875738499573444
1209129,30.95872749466869
1004886,35.31166055589789
1195396,37.188220423971956
1271245,34.49329648383966
1093884,34.62915579438504
1259014,33.85579478410064
1399101,185.66671897704418
1437934,302.74506473128724
1416330,313.1311877927144
1302476,337.05601282144767
1146657,356.1609983251787
1057285,317.60386525788965
1349227,343.2470686462384
1368165,186.17195803470042
1422379,199.0314962326922
1086047,201.27566159403017
1002589,678.1681096501871
1017711,613.4372520566267
1211204,555.7279523289659
1345688,582.4676375580593
1210501,606.695086057938
1084025,611.0730126419339
1239272,553.6730243078891
1022695,525.6234647944419
1011110,547.4072011905297
1005560,662.6834147246827
1225988,92.13867209969584
1366211,110.01981175358793
1324708,113.00158644253426
1184103,105.86057410674889
1310794,116.48987171626142
1388767,104.51039490757422
1272864,109.5984117390072
1133154,104.20411096943398
1344662,95.43119209110694
1038802,106.78540492211187
1467437,73.6793032235087
1329046,70.68044141356893
1057669,443.88802956620606
1331479,318.88860664951517
1232705,58.63219820845748
1401490,59.52818742304663
1196960,52.876572767533446
1119175,62.553840930329144
1149199,71.90542313660295
1297151,76.28330701117993
1408811,484.2220303380182
1237636,508.6974610006489
1008635,532.810224643594
1481250,519.406490541143
1481724,877.0944557122912
1458403,829.1550475257594
1438049,570.4123370249268
1197105,417.61748858712656
1181471,405.6006433606698
1352308,409.56989212514804
1399262,131.17549723254197
1398440,233.46280687098456
1472243,343.77358949902384
1342553,401.7309528279661
1303872,258.0489485084908
1374742,155.11122402220062
1160087,183.74382219361684
1449481,183.37957034572156
1409784,188.6944410986037
1181977,177.66701018653492
1236099,160.84652125807443
1088551,147.79095270135022
1438339,122.02862720948764
1374498,128.08643573384677
1173658,237.61512150495744
1008292,389.8999225034309
1045869,169.34604064126162
1284400,144.25697017769548
1228589,161.77315812372362
1136450,149.57400527810267
1192132,179.8117525380513
1277023,176.132007227408
1226033,169.85983726716645
1383481,191.41208870228445
1345596,193.3185412969674
1346637,184.32726060369708
1099736,187.9942295696084
1070940,186.78711742430218
1283616,185.69562950500978
1412687,189.51159637442052
1078901,1083.5935299267883
1229539,1113.63697984642
1340614,1061.8394107309985
1428262,1011.459039566449
1018915,991.6002384895615
1038769,982.0385986491555
1103105,964.386627165852
1360988,953.8999902003463
1298022,926.2865654107275
1492789,926.2865654107275
1051818,711.1563057817156
1147532,1807.8759468059095
1246221,675.0386660027731
1000164,701.6919530605418
1315204,686.92269898625
1268614,688.3401204618903
1303680,3478.01924214961
1399880,2252.9251772600046
1494417,760.5384660125466
1272597,764.7810277218726
1418909,92.04731864237743
1396660,93.39224317013932
1175187,68.33983261901803
1317753,66.96087749270467
1034244,54.468477388430884
1040435,46.11082592909535
1349623,46.995431774924576
1431405,46.35313825702089
1179430,45.45994877561941
1176893,50.754104913972874
1449984,795.9290007498714
1292983,799.1498501778436
1115570,766.4691660087007
1200857,749.8041411207619
1344262,736.795618674034
1203477,767.4481457030489
1187267,789.1693839802463
1044893,924.5118294318606
1220430,952.4135557182329
1320834,956.6250717385591
1198931,600.631607287118
1430253,523.9846449101113
1196393,593.692412085784
1480687,564.3743671695516
1097181,663.3064827632329
1499604,630.2468279785016
1408309,582.901906156759
1053367,588.7682277811101
1066051,565.6777694441257
1073193,594.0552684650803
1161079,60.72452848716857
1134692,64.39183397076411
1444677,64.00640697877313
1417557,66.78812948808853
1292994,69.3989469530328
1461469,71.17652038509752
1382786,73.6433775995772
1259677,73.54470065310208
1148205,64.74170388211753
1325721,63.74964747741538
1179236,124.60304811826153
1447264,133.2853753129334
1007165,122.96248099776277
1094157,106.38506882461427
1037639,167.68018823798397
1043566,119.45390654858844
1071289,108.42849491817618
1230721,108.1232763676705
1281633,91.54092468225596
1381624,95.62158289541287
1134786,1348.3701468108432
1052017,1323.0932842706102
1209585,1323.4208232425558
1115016,1354.0246794684522
1101235,1297.258683447542
1448019,1779.3326999918272
1315737,1380.9888909509539
1039269,1360.7240906165148
1436545,1360.7240906165148
1445418,1323.4208232425558
1252654,60.41598331916242
1067370,65.70255578029705
1415662,67.93032978958865
1423314,69.4757848595371
1367043,78.7526156377553
1234416,75.25648607645697
1368612,78.98428966963256
1175687,76.90745760061402
1126635,82.72931698347791
1215026,76.38076196291425
1307333,313.25537972200635
1077544,308.51977787263974
1461548,281.0493615005866
1155304,250.28952004584488
1076344,518.3339468273975
1479849,720.0449776217063
1337089,322.3739858493738
1436130,342.7811817297192
1097496,334.88606743773624
1095473,361.59413239284186
1397206,366.1299522710406
1132317,993.0439511095069
1249794,279.7410332383368
1235645,278.91438825936143
1267815,291.4649741212764
1024354,266.5499259014752
1106620,1492.8737459407919
1277874,825.2872371588576
1128160,269.7971401868323
1088442,287.8816145062311
1008071,718.7024211637173
1351714,777.049314250236
1278748,722.3919677779355
1033118,799.3076651295303
1432496,804.0470406778743
1231141,890.1331118268072
1026727,879.1649047557497
1077204,927.0097888161052
1438728,962.1106803885391
1424161,724.8729683556983
1232750,170.65681717314547
1240251,165.2305658581429
